,Artist,Position,Streams,Track Name,Week,album,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
132,Dean Lewis,133,13812,Be Alright,2020-02-21--2020-02-28,A Place We Knew,pop,2019-03-22,196493,77,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,126.421,4
133,Y2K,134,13788,Lalala,2020-02-21--2020-02-28,Lalala,rap,2019-06-28,160626,82,0.843,0.181,0.391,0.0,0.13699999999999998,-7.899,0.0845,129.972,4
134,DJ Zinhle,135,13757,Umlilo,2020-02-21--2020-02-28,Umlilo,Missing,2019-08-23,237375,44,0.7020000000000001,0.267,0.7020000000000001,0.0,0.0761,-4.919,0.0299,125.02,4
135,Pop Smoke,136,13698,Shake The Room (feat. Quavo),2020-02-21--2020-02-28,Meet The Woo 2,drill,2020-02-07,165640,74,0.733,0.142,0.684,0.0,0.179,-4.748,0.177,142.04,4
136,Elaine,137,13697,I Just Wanna Know,2020-02-21--2020-02-28,Elements,r&b,2019-09-29,194181,17,0.509,0.784,0.264,0.000176,0.0816,-12.214,0.278,104.542,4
137,DaBaby,138,13695,TOES (feat. Lil Baby & Moneybagg Yo),2020-02-21--2020-02-28,KIRK,hip hop,2019-09-27,136366,77,0.816,0.0794,0.5820000000000001,5.84e-06,0.0916,-4.141,0.341,160.004,4
138,Post Malone,139,13603,rockstar (feat. 21 Savage),2020-02-21--2020-02-28,beerbongs & bentleys,rap,2018-04-27,218146,85,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.80100000000004,4
139,DJ Maphorisa,140,13538,Amantombazane,2020-02-21--2020-02-28,Scorpion Kings,house,2019-07-05,355861,48,0.85,0.0174,0.318,0.0905,0.0419,-14.393,0.0721,116.003,4
140,Sun-El Musician,141,13535,Into Ingawe,2020-02-21--2020-02-28,Into Ingawe,house,2019-06-07,270818,48,0.613,0.386,0.725,0.0205,0.113,-9.856,0.0475,108.017,4
141,Mario,142,13465,Let Me Love You,2020-02-21--2020-02-28,Turning Point,dance,2004-03-15,249120,67,0.6859999999999999,0.17800000000000002,0.588,0.0,0.0954,-8.343,0.0554,94.519,4
142,Mac Miller,143,13463,Good News,2020-02-21--2020-02-28,Circles,hip hop,2020-01-17,342040,76,0.794,0.853,0.32,0.134,0.112,-12.92,0.173,174.088,4
143,Mfr Souls,144,13455,Lalela (feat. The Squad),2020-02-21--2020-02-28,The Beginning,house,2019-11-08,374000,36,0.815,0.0132,0.7490000000000001,0.333,0.0282,-9.423,0.0596,111.993,4
144,Elaine,145,13388,Changes,2020-02-21--2020-02-28,Elements,r&b,2019-09-29,206511,21,0.466,0.607,0.315,0.0202,0.107,-12.253,0.259,172.572,4
145,Meek Mill,146,13378,Going Bad (feat. Drake),2020-02-21--2020-02-28,Championships,hip hop,2018-11-30,180522,81,0.889,0.259,0.496,0.0,0.252,-6.365,0.0905,86.00299999999999,4
146,Harry Styles,147,13361,Lights Up,2020-02-21--2020-02-28,Fine Line,pop,2019-12-13,172213,82,0.575,0.0392,0.621,0.0045,0.141,-8.165,0.032,101.987,4
147,K CAMP,148,13327,Lottery (Renegade),2020-02-21--2020-02-28,Wayy 2 Kritical,hip hop,2019-06-21,170946,70,0.915,0.0145,0.556,0.000179,0.0733,-8.601,0.21600000000000005,148.964,4
148,Sha Sha,149,13288,Something About You (feat. DJ Maphorisa & Kabza De Small),2020-02-21--2020-02-28,Blossom - EP,house,2019-11-01,412653,35,0.826,0.027000000000000003,0.581,0.5760000000000001,0.0226,-13.117,0.057,114.014,4
149,Taylor Swift,150,13281,Lover,2020-02-21--2020-02-28,Lover,dance,2019-08-23,221306,79,0.359,0.4920000000000001,0.5429999999999999,1.58e-05,0.118,-7.582000000000002,0.0919,68.53399999999999,4
150,Harry Styles,151,13271,Falling,2020-02-21--2020-02-28,Fine Line,pop,2019-12-13,240133,87,0.5670000000000001,0.8390000000000001,0.267,1.46e-06,0.08900000000000001,-6.502000000000002,0.0299,110.011,4
151,Travis Scott,152,13251,SICKO MODE,2020-02-21--2020-02-28,ASTROWORLD,rap,2018-08-03,312820,88,0.8340000000000001,0.00513,0.73,0.0,0.124,-3.714,0.222,155.00799999999995,4
152,Mas Music,153,13222,Zaka,2020-02-21--2020-02-28,Mambisa,house,2019-11-28,386104,41,0.868,0.00304,0.629,0.00499,0.0263,-11.52,0.0639,112.005,4
153,Ashe,154,12966,Moral of the Story,2020-02-21--2020-02-28,Moral of the Story,pop,2019-02-14,201083,81,0.5720000000000001,0.5870000000000001,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4
154,DJ Maphorisa,155,12961,Vula Vala,2020-02-21--2020-02-28,Scorpion Kings,house,2019-07-05,373803,44,0.907,0.0224,0.588,0.284,0.0767,-11.053,0.0592,113.006,4
155,BTS,156,12755,Louder than bombs,2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,217404,74,0.643,0.0433,0.667,0.0,0.0904,-6.9929999999999986,0.152,145.999,4
156,BTS,157,12720,UGH!,2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,225012,74,0.72,0.0394,0.8240000000000001,0.0,0.0509,-5.086,0.128,165.998,4
157,Khalid,158,12714,Up All Night,2020-02-21--2020-02-28,Up All Night,r&b,2019-11-14,157220,77,0.665,0.00103,0.7120000000000001,0.0034200000000000003,0.102,-7.536,0.0527,93.989,4
158,Maroon 5,159,12665,Girls Like You (feat. Cardi B),2020-02-21--2020-02-28,Red Pill Blues (Deluxe),pop,2018-06-15,235545,76,0.851,0.568,0.541,0.0,0.13,-6.825,0.0505,124.959,4
159,H.E.R.,160,12622,Best Part (feat. Daniel Caesar),2020-02-21--2020-02-28,H.E.R.,pop,2017-10-20,209400,78,0.473,0.795,0.371,0.0,0.109,-10.219,0.0405,75.208,4
160,Khalid,161,12609,Talk (feat. Disclosure),2020-02-21--2020-02-28,Free Spirit,r&b,2019-04-05,197573,76,0.901,0.051,0.4,0.0,0.0599,-8.575,0.126,135.984,4
161,Loud Luxury,162,12605,Body (feat. brando),2020-02-21--2020-02-28,Body (feat. brando),dance,2017-10-27,163216,58,0.752,0.0476,0.764,9.44e-05,0.0543,-4.399,0.038,121.958,4
162,Jonas Brothers,163,12590,Only Human,2020-02-21--2020-02-28,Happiness Begins,house,2019-06-07,183000,77,0.795,0.108,0.496,0.0,0.0645,-5.882999999999999,0.0722,94.01,4
163,Ellie Goulding,164,12530,Close To Me (with Diplo) (feat. Swae Lee),2020-02-21--2020-02-28,Close To Me (feat. Swae Lee),dance,2018-10-24,182623,75,0.575,0.0954,0.758,0.0,0.394,-5.029,0.0618,144.107,4
164,Panic! At The Disco,165,12527,High Hopes,2020-02-21--2020-02-28,Pray for the Wicked,pop,2018-06-22,190946,83,0.579,0.193,0.904,0.0,0.064,-2.729,0.0618,82.014,4
165,XXXTENTACION,166,12505,SAD!,2020-02-21--2020-02-28,?,rap,2018-03-16,166605,86,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4
166,Martin Garrix,167,12439,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2020-02-21--2020-02-28,The Martin Garrix Experience,big room,2019-07-10,163804,34,0.6609999999999999,0.179,0.723,1.23e-05,0.14,-6.976,0.0566,113.778,4
167,Summer Walker,168,12432,Girls Need Love (with Drake) - Remix,2020-02-21--2020-02-28,Last Day Of Summer,pop,2018-10-19,222374,78,0.6559999999999999,0.443,0.4320000000000001,0.0,0.132,-9.481,0.217,97.022,4
168,Khalid,169,12366,Saturday Nights,2020-02-21--2020-02-28,Suncity,r&b,2018-10-18,210666,75,0.551,0.606,0.44,3.02e-05,0.11,-8.559,0.0985,167.923,4
169,Elaine,170,12348,I/You,2020-02-21--2020-02-28,Elements,r&b,2019-09-29,197142,18,0.778,0.596,0.49,2.7399999999999995e-05,0.0962,-7.375,0.244,84.001,4
170,Marshmello,171,12340,One Thing Right,2020-02-21--2020-02-28,One Thing Right,brostep,2019-06-21,181823,78,0.659,0.0667,0.623,0.0,0.5820000000000001,-2.253,0.0451,88.042,4
171,Post Malone,172,12291,Better Now,2020-02-21--2020-02-28,beerbongs & bentleys,rap,2018-04-27,231266,84,0.68,0.331,0.578,0.0,0.135,-5.8039999999999985,0.04,145.03799999999995,4
172,Lizzo,173,12246,Truth Hurts,2020-02-21--2020-02-28,Cuz I Love You (Super Deluxe),dance,2019-04-19,173325,79,0.715,0.11,0.624,0.0,0.123,-3.0460000000000003,0.114,158.08700000000005,4
173,Blaq Diamond,174,12190,Love Letter,2020-02-21--2020-02-28,Umuthi,house,2020-01-31,271200,41,0.733,0.197,0.6940000000000001,0.0,0.199,-5.468,0.0528,99.986,4
174,JazziDisciples,175,12181,Sgubu Se Monati,2020-02-21--2020-02-28,Disciples Of Piano,house,2019-11-01,390796,40,0.8490000000000001,0.00661,0.588,0.5429999999999999,0.0479,-13.394,0.0553,112.996,4
175,BTS,176,12179,Filter,2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,180220,79,0.7809999999999999,0.0222,0.762,0.0,0.121,-5.188,0.0626,110.042,4
176,Young Thug,177,12131,Hot (Remix) [feat. Gunna and Travis Scott],2020-02-21--2020-02-28,So Much Fun (Deluxe),hip hop,2019-12-20,279906,71,0.845,0.188,0.631,0.0,0.0806,-8.206,0.21600000000000005,111.983,4
177,Bazzi,178,12095,I.F.L.Y.,2020-02-21--2020-02-28,Soul Searching,pop,2019-08-09,165714,81,0.812,0.379,0.519,0.0,0.13,-4.823,0.0385,104.954,4
178,Anne-Marie,179,12002,Birthday,2020-02-21--2020-02-28,Birthday,dance,2020-02-07,181466,71,0.609,0.0502,0.785,0.0,0.171,-3.32,0.0891,151.995,4
179,The Chainsmokers,180,11957,Who Do You Love,2020-02-21--2020-02-28,World War Joy,dance,2019-12-06,226733,77,0.51,0.0101,0.846,0.0,0.208,-4.595,0.0461,139.92700000000002,4
180,Jhené Aiko,181,11909,P*$$Y Fairy (OTW),2020-02-21--2020-02-28,P*$$Y Fairy (OTW),r&b,2020-01-17,181860,73,0.5720000000000001,0.536,0.519,0.0,0.102,-7.0920000000000005,0.212,128.33100000000002,4
181,Conan Gray,182,11902,Maniac,2020-02-21--2020-02-28,Maniac,pop,2019-10-25,185786,18,0.623,0.00122,0.647,0.0,0.354,-5.438,0.04,107.987,4
182,BTS,183,11891,My Time,2020-02-21--2020-02-28,MAP OF THE SOUL : 7,pop,2020-02-21,234457,77,0.674,0.151,0.64,0.0,0.0925,-5.1389999999999985,0.0339,99.908,4
183,5 Seconds of Summer,184,11845,No Shame,2020-02-21--2020-02-28,No Shame,house,2020-02-05,190893,9,0.5760000000000001,0.0186,0.815,2.07e-06,0.158,-3.125,0.0361,90.972,4
184,Lil Tecca,185,11829,Ransom,2020-02-21--2020-02-28,We Love You Tecca,rap,2019-08-30,131240,83,0.745,0.0204,0.642,0.0,0.0658,-6.2570000000000014,0.287,179.97400000000005,4
185,Ed Sheeran,186,11803,Perfect,2020-02-21--2020-02-28,÷ (Deluxe),pop,2017-03-03,263400,86,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3
186,The Chainsmokers,187,11797,This Feeling,2020-02-21--2020-02-28,Sick Boy,dance,2018-12-14,197946,77,0.575,0.0558,0.5710000000000001,0.0,0.0912,-7.9060000000000015,0.0439,105.049,4
187,JACKBOYS,188,11743,GATTI,2020-02-21--2020-02-28,JACKBOYS,rap,2019-12-27,181144,79,0.594,0.135,0.6759999999999999,0.0,0.163,-5.808,0.344,143.477,4
188,PARTYNEXTDOOR,189,11711,LOYAL (feat. Drake),2020-02-21--2020-02-28,LOYAL (feat. Drake),pop,2019-11-22,197973,59,0.866,0.517,0.53,0.00159,0.0946,-6.347,0.0495,104.952,4
189,Fabolous,190,11692,Into You (feat. Tamia) - Main Mix,2020-02-21--2020-02-28,Street Dreams,dance,2003-01-14,293840,53,0.6809999999999999,0.201,0.529,0.0,0.184,-7.897,0.0341,91.081,4
190,Billie Eilish,191,11640,bury a friend,2020-02-21--2020-02-28,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,2019-03-29,193143,80,0.905,0.74,0.389,0.162,0.106,-14.505,0.332,120.046,4
191,Ali Gatie,192,11628,It's You,2020-02-21--2020-02-28,YOU,hip hop,2019-11-08,212606,85,0.732,0.374,0.463,0.0,0.194,-6.972,0.0287,95.971,4
192,Migos,193,11599,Give No Fxk,2020-02-21--2020-02-28,Give No Fxk,hip hop,2020-02-14,224243,67,0.904,0.0303,0.627,5.68e-06,0.0923,-5.608,0.222,145.976,4
193,Ed Sheeran,194,11533,Shape of You,2020-02-21--2020-02-28,÷ (Deluxe),pop,2017-03-03,233712,85,0.825,0.581,0.652,0.0,0.0931,-3.1830000000000003,0.0802,95.977,4
194,Soweto's Finest,195,11517,Tikoloshi,2020-02-21--2020-02-28,Tikoloshi,gqom,2020-02-21,250523,32,0.768,0.134,0.936,9.32e-05,0.799,-5.254,0.048,113.025,4
195,Selena Gomez,196,11515,Back To You - From 13 Reasons Why – Season 2 Soundtrack,2020-02-21--2020-02-28,Back To You (From 13 Reasons Why – Season 2 Soundtrack),dance,2018-05-10,207904,76,0.601,0.0945,0.7240000000000001,1.68e-06,0.12,-4.856,0.0486,102.061,4
196,Juice WRLD,197,11512,Bandit (with YoungBoy Never Broke Again),2020-02-21--2020-02-28,Bandit (with YoungBoy Never Broke Again),rap,2019-10-04,189322,84,0.474,0.0687,0.631,0.0,0.132,-5.884,0.343,180.051,4
197,Semi Tee,198,11473,Labantwana Ama Uber,2020-02-21--2020-02-28,Labantwana Ama Uber,amapiano,2019-09-20,383577,41,0.866,0.0422,0.623,0.21,0.0529,-9.673,0.0781,112.018,4
198,TOTO,199,11440,Africa,2020-02-21--2020-02-28,Toto IV,rock,1982-04-08,295893,83,0.6709999999999999,0.257,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,4
199,Diplo,200,11427,Lonely,2020-02-21--2020-02-28,Lonely,bmore,2019-09-27,139813,19,0.738,0.062,0.7170000000000001,0.0,0.205,-5.121,0.0573,98.047,4
200,Drake,1,117964,Toosie Slide,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,247058,81,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4
201,THE SCOTTS,2,90189,THE SCOTTS,2020-05-01--2020-05-08,THE SCOTTS,rap,2020-04-24,165977,86,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.97899999999998,4
202,The Weeknd,3,75687,Blinding Lights,2020-05-01--2020-05-08,After Hours,r&b,2020-03-20,200040,96,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
203,SAINt JHN,4,70301,Roses - Imanbek Remix,2020-05-01--2020-05-08,Roses (Imanbek Remix),rap,2019-10-09,176840,91,0.77,0.0167,0.7240000000000001,0.0107,0.353,-5.484,0.0495,121.975,4
204,Drake,5,69715,Chicago Freestyle (feat. Giveon),2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,220487,84,0.735,0.629,0.449,0.0,0.113,-7.5070000000000014,0.34700000000000003,122.947,4
205,Drake,6,68574,Pain 1993 (with Playboi Carti),2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,149077,73,0.825,0.163,0.373,0.0,0.368,-5.532,0.108,77.271,4
206,Roddy Ricch,7,63609,The Box,2020-05-01--2020-05-08,Please Excuse Me For Being Antisocial,rap,2019-12-06,196652,89,0.8959999999999999,0.104,0.586,0.0,0.79,-6.687,0.0559,116.971,4
207,Megan Thee Stallion,8,57693,Savage Remix (feat. Beyoncé),2020-05-01--2020-05-08,Savage Remix (feat. Beyoncé),rap,2020-04-29,242000,83,0.8220000000000001,0.016,0.743,0.0,0.127,-4.772,0.28,84.459,4
208,Lil Mosey,9,54078,Blueberry Faygo,2020-05-01--2020-05-08,Certified Hitmaker,rap,2020-02-06,162546,85,0.774,0.207,0.5539999999999999,0.0,0.132,-7.909,0.0383,99.034,4
209,Drake,10,51704,Not You Too (feat. Chris Brown),2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,269680,69,0.458,0.342,0.452,1.94e-05,0.0703,-9.299,0.047,86.318,4
210,Future,11,48965,Life Is Good (feat. Drake),2020-05-01--2020-05-08,Life Is Good (feat. Drake),hip hop,2020-01-10,237735,85,0.6759999999999999,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
211,Dua Lipa,12,46788,Don't Start Now,2020-05-01--2020-05-08,Future Nostalgia,dance,2020-03-27,183290,85,0.7929999999999999,0.0123,0.7929999999999999,0.0,0.0951,-4.521,0.083,123.95,4
212,Tones And I,13,46441,Dance Monkey,2020-05-01--2020-05-08,Dance Monkey,pop,2019-05-10,209754,70,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,98.078,4
213,Drake,14,44947,Time Flies,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,192931,74,0.8640000000000001,0.201,0.477,0.0,0.182,-5.7860000000000005,0.224,86.46,4
214,Justin Bieber,15,44655,Intentions (feat. Quavo),2020-05-01--2020-05-08,Changes,pop,2020-02-14,212866,83,0.8059999999999999,0.3,0.546,0.0,0.102,-6.6370000000000005,0.0575,147.986,4
215,Drake,16,44186,Deep Pockets,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,222928,64,0.473,0.482,0.8240000000000001,0.0,0.605,-3.68,0.163,77.888,4
216,Post Malone,17,44089,Circles,2020-05-01--2020-05-08,Hollywood's Bleeding,rap,2019-09-06,215280,89,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4
217,DaBaby,18,43958,ROCKSTAR (feat. Roddy Ricch),2020-05-01--2020-05-08,BLAME IT ON BABY,hip hop,2020-04-17,181733,95,0.746,0.247,0.69,0.0,0.101,-7.956,0.16399999999999998,89.977,4
218,Juice WRLD,19,43326,Righteous,2020-05-01--2020-05-08,Righteous,rap,2020-04-24,243356,52,0.7070000000000001,0.0397,0.622,0.0,0.149,-6.9510000000000005,0.031,142.942,4
219,Future,20,43267,D4L,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,189176,69,0.718,0.0128,0.706,0.0,0.35200000000000004,-5.709,0.06,170.00400000000005,4
220,Drake,21,42557,Desires (with Future),2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,237945,70,0.812,0.281,0.506,0.0,0.325,-7.706,0.116,145.07399999999996,4
221,Powfu,22,42049,death bed (coffee for your head),2020-05-01--2020-05-08,death bed (coffee for your head),rap,2020-02-08,173333,91,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
222,Drake,23,41656,Landed,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,152195,65,0.8809999999999999,0.00606,0.636,0.0,0.111,-4.629,0.287,163.949,4
223,Drake,24,41549,When To Say When,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,223124,65,0.41,0.252,0.82,0.0,0.5379999999999999,-6.808,0.5329999999999999,170.718,4
224,Trevor Daniel,25,41546,Falling,2020-05-01--2020-05-08,Nicotine,r&b,2020-03-26,159381,78,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4
225,Lewis Capaldi,26,39515,Someone You Loved,2020-05-01--2020-05-08,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,182160,90,0.501,0.7509999999999999,0.405,0.0,0.105,-5.6789999999999985,0.0319,109.891,4
226,Drake,27,39191,Losses,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,271183,62,0.551,0.28,0.57,0.0,0.424,-7.385,0.35100000000000003,85.68700000000003,4
227,Jack Harlow,28,38921,WHATS POPPIN,2020-05-01--2020-05-08,Sweet Action,hip hop,2020-03-13,139741,85,0.923,0.017,0.604,0.0,0.272,-6.671,0.245,145.062,4
228,Drake,29,38833,Demons (feat. Fivio Foreign & Sosa Geek),2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,204805,69,0.5429999999999999,0.423,0.7659999999999999,0.0,0.155,-3.387,0.343,106.869,3
229,Elaine,30,36872,You're the One,2020-05-01--2020-05-08,Elements,r&b,2019-09-29,200347,32,0.743,0.6509999999999999,0.39,0.0,0.109,-11.299,0.0544,114.914,4
230,Arizona Zervas,31,35809,ROXANNE,2020-05-01--2020-05-08,ROXANNE,rap,2019-10-10,163636,87,0.621,0.0522,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,5
231,Drake,32,35594,From Florida With Love,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,234782,66,0.787,0.768,0.477,0.0,0.104,-7.8370000000000015,0.199,80.506,4
232,Travis Scott,33,35579,goosebumps,2020-05-01--2020-05-08,Birds In The Trap Sing McKnight,rap,2016-09-16,243836,89,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
233,Travis Scott,34,35544,SICKO MODE,2020-05-01--2020-05-08,ASTROWORLD,rap,2018-08-03,312820,88,0.8340000000000001,0.00513,0.73,0.0,0.124,-3.714,0.222,155.00799999999995,4
234,Maroon 5,35,35421,Memories,2020-05-01--2020-05-08,Memories,pop,2019-09-20,189486,89,0.764,0.8370000000000001,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
235,Surfaces,36,35095,Sunday Best,2020-05-01--2020-05-08,Where the Light Is,bedroom soul,2019-01-06,158571,86,0.878,0.183,0.525,0.0,0.0714,-6.832000000000002,0.0578,112.022,4
236,Doja Cat,37,35038,Say So,2020-05-01--2020-05-08,Hot Pink,indie,2019-11-07,237893,86,0.787,0.256,0.6729999999999999,3.57e-06,0.0904,-4.577,0.158,110.962,4
237,Marshmello,38,35033,Be Kind (with Halsey),2020-05-01--2020-05-08,Be Kind (with Halsey),brostep,2020-05-01,172761,87,0.63,0.007759999999999999,0.633,0.0,0.0541,-7.087999999999999,0.0457,93.995,4
238,Eminem,39,34483,Godzilla (feat. Juice WRLD),2020-05-01--2020-05-08,Music To Be Murdered By,hip hop,2020-01-17,210800,85,0.8079999999999999,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
239,Billie Eilish,40,34240,everything i wanted,2020-05-01--2020-05-08,everything i wanted,pop,2019-11-13,245425,87,0.7040000000000001,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
240,Travis Scott,41,34228,HIGHEST IN THE ROOM,2020-05-01--2020-05-08,HIGHEST IN THE ROOM,rap,2019-10-04,175720,88,0.598,0.0546,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,76.469,4
241,Drake,42,34010,War,2020-05-01--2020-05-08,Dark Lane Demo Tapes,hip hop,2020-05-01,180000,68,0.7490000000000001,0.292,0.792,0.0,0.109,-4.151,0.0826,144.064,4
242,Ed Sheeran,43,33090,Beautiful People (feat. Khalid),2020-05-01--2020-05-08,No.6 Collaborations Project,pop,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.113999999999999,0.18600000000000005,92.979,4
243,Harry Styles,44,29914,Adore You,2020-05-01--2020-05-08,Fine Line,pop,2019-12-13,207133,87,0.6759999999999999,0.0237,0.7709999999999999,7.000000000000002e-06,0.102,-3.675,0.0483,99.048,4
244,PARTYNEXTDOOR,45,29326,BELIEVE IT,2020-05-01--2020-05-08,PARTYMOBILE,pop,2020-03-27,183219,81,0.43,0.0902,0.7,0.0,0.21600000000000005,-5.35,0.264,158.373,4
245,Doja Cat,46,28604,Say So (feat. Nicki Minaj),2020-05-01--2020-05-08,Say So (feat. Nicki Minaj),indie,2020-05-01,206220,77,0.856,0.119,0.6409999999999999,4.97e-06,0.4270000000000001,-4.64,0.204,111.004,4
246,JP Saxe,47,28055,If the World Was Ending - feat. Julia Michaels,2020-05-01--2020-05-08,If the World Was Ending (feat. Julia Michaels),r&b,2019-10-17,208687,87,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
247,Kabza De Small,48,27804,eMcimbini - Live,2020-05-01--2020-05-08,Scorpion Kings Live,house,2020-02-03,407787,49,0.8440000000000001,0.00646,0.564,0.163,0.0231,-10.817,0.0855,112.996,4
248,Lewis Capaldi,49,27530,Before You Go,2020-05-01--2020-05-08,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,2019-11-22,215106,86,0.459,0.604,0.575,0.0,0.0885,-4.8580000000000005,0.0573,111.881,4
249,Dua Lipa,50,26523,Break My Heart,2020-05-01--2020-05-08,Future Nostalgia,dance,2020-03-27,221820,86,0.73,0.16699999999999998,0.7290000000000001,1.39e-06,0.349,-3.434,0.0883,113.013,4
250,The Weeknd,51,26399,In Your Eyes,2020-05-01--2020-05-08,After Hours,r&b,2020-03-20,237520,87,0.667,0.00285,0.7190000000000001,8.1e-05,0.0736,-5.371,0.0346,100.021,4
251,Khalid,52,26132,Know Your Worth,2020-05-01--2020-05-08,Know Your Worth,r&b,2020-02-04,181436,82,0.79,0.145,0.6940000000000001,0.00252,0.281,-7.726,0.0708,103.007,4
252,Megan Thee Stallion,53,25886,Savage,2020-05-01--2020-05-08,Suga,rap,2020-03-06,155497,81,0.843,0.0252,0.741,0.0,0.096,-5.609,0.334,168.983,4
253,blackbear,54,25813,hot girl bummer,2020-05-01--2020-05-08,hot girl bummer,pop,2019-08-23,185093,65,0.778,0.128,0.5589999999999999,0.0,0.399,-7.109,0.0776,129.989,1
254,BENEE,55,25624,Supalonely,2020-05-01--2020-05-08,STELLA & STEVE,pop,2019-11-15,223480,86,0.863,0.305,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,4
255,Post Malone,56,25589,Sunflower - Spider-Man: Into the Spider-Verse,2020-05-01--2020-05-08,Hollywood's Bleeding,rap,2019-09-06,157560,82,0.755,0.5329999999999999,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
256,Doja Cat,57,25247,Boss Bitch,2020-05-01--2020-05-08,Boss Bitch,indie,2020-01-23,134239,84,0.7070000000000001,0.127,0.955,0.0,0.202,-4.593,0.222,125.989,4
